,eprint_status,status_changed,abstract,subjects,title,official_url,metadata_visibility,volume,rev_number,eprintid,date_type,lastmod,userid,datestamp,pagerange,documents,publisher,number,ispublished,refereed,full_text_status,uri,type,divisions,issn,creators,publication,id_number,date,dir,contributors,related_url,referencetext,keywords,contact_email,patent_applicant,corp_creators,event_type,event_dates,event_location,event_title,pres_type,succeeds
32,archive,2019-11-14 11:22:11,,['QA76'],Aplikasi Peta Virtual 3D Jurusan Biologi Universitas Lampung Berbasis Android,https://e-hakcipta.dgip.go.id/index.php/c?code=KLwcVOpF%2BDUbKbR2j65FJZfo%2Fb7t9VXz6aIiSgPorXk%3D,show,,10,16225,published,2019-11-14 11:22:11,215,2019-11-14 11:22:11,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16225, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29332', 'rev_number': 2, 'docid': 29332, 'main': 'sertifikat_EC00201975280.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138789', 'objectid': 29332, 'filesize': 770518, 'datasetid': 'document', 'filename': 'sertifikat_EC00201975280.pdf', 'hash': 'f7b51d4748d70cc484b15ab4860a1be2', 'hash_type': 'MD5', 'mtime': '2019-11-13 03:43:24', 'mime_type': 'application/pdf', 'fileid': 138789}]}]",,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/16225,patent,['FMIPA3'],,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Aristoteles', 'given': 'Aristoteles'}}, {'id': None, 'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Iqbal', 'lineage': None}}, {'name': {'family': 'Junaidi', 'honourific': None, 'lineage': None, 'given': 'Akmal'}, 'id': '.'}]",,158219,2019-10-10 00:00:00.000000000,disk0/00/01/62/25,,,,,,Aristoteles,['LPPM Unila'],,,,,,
33,archive,2019-11-14 11:22:52,,['QA76'],Aplikasi Peta Virtual 3D Laboratorium Kimia Dasar Dan Fisika Dasar Universitas Lampung Berbasis Android,https://e-hakcipta.dgip.go.id/index.php/c?code=NtbPzDVnStaDrZN0ojPyiALdUmdsNVMhZfE5OyDrtss%3D,show,,8,16227,published,2019-11-14 11:22:52,215,2019-11-14 11:22:52,,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29334', 'main': 'sertifikat_EC00201975284.pdf', 'docid': 29334, 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-13 03:53:03', 'hash': 'bf48c1df2dee3dfdbf4975b75290968d', 'filename': 'sertifikat_EC00201975284.pdf', 'fileid': 138807, 'mime_type': 'application/pdf', 'filesize': 770621, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/138807', 'objectid': 29334}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16227, 'placement': 1, 'security': 'public'}]",,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/16227,patent,['FMIPA3'],,"[{'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}, 'id': None}, {'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Iqbal', 'honourific': None}, 'id': None}, {'id': '.', 'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Akmal'}}]",,158223,2019-10-10 00:00:00.000000000,disk0/00/01/62/27,,,,,,Aristoteles,['LPPM Unila'],,,,,,
34,archive,2019-11-08 10:21:50,,['QA76'],"Aplikasi Peta Virtual 3D Gedung Dekanat FMIPA Universitas
Lampung Berbasis Android",https://e-hakcipta.dgip.go.id/index.php/c?code=r%2BbFIJhLwufePh8lzzffTeA%2BbSmJxnq30dMF3B79LRY%3D,show,,9,16007,published,2019-11-08 10:21:50,215,2019-11-08 10:21:50,,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29102', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-08 09:16:21', 'filename': 'sertifikat_EC00201975281.pdf', 'hash': 'b6d2388fba064813eabc7b3cf14b5200', 'fileid': 137214, 'mime_type': 'application/pdf', 'filesize': 770476, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/137214', 'objectid': 29102}], 'docid': 29102, 'main': 'sertifikat_EC00201975281.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 16007}]",,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/16007,patent,['FMIPA3'],,"[{'id': None, 'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}}, {'name': {'given': 'Akmal', 'lineage': None, 'family': 'Junaidi', 'honourific': None}, 'id': '.'}]",,158221,2019-10-10 00:00:00.000000000,disk0/00/01/60/07,,,,,,Program Komputer,,,,,,,
35,archive,2020-07-30 07:55:28,,['QA76'],Peer Review Sistem Informasi Kesehatan Hutan (SIPUT),https://e-hakcipta.dgip.go.id/index.php/c?code=oVf%2Bg4MNdZODd5D55zbbvqKB0CQEnGedfIrYE1ERYLI%3D,show,,7,23471,published,2020-07-30 07:55:28,215,2020-07-30 07:55:28,,"[{'eprintid': 23471, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'peer_review_aristoteles_Sistem Informasi Kesehatan Hutan (SIPUT).pdf', 'docid': 37095, 'files': [{'objectid': 37095, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214661', 'fileid': 214661, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-30 07:18:08', 'filename': 'peer_review_aristoteles_Sistem Informasi Kesehatan Hutan (SIPUT).pdf', 'hash': '8debd882e3ebb235bfd8eba7c7ef1287', 'datasetid': 'document', 'filesize': 1661004}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37095'}]","Direktorat Jenderal Kekayaan Intelektual, Kemenhumkam",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23471,other,['FMIPA3'],,"[{'id': None, 'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}}, {'name': {'given': 'Rahmat', 'lineage': None, 'family': ""Safe'i"", 'honourific': None}, 'id': 'mat_ane@yahoo.com'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Muludi', 'honourific': None, 'given': 'Kurnia'}}]",,168306,2019-12-04 00:00:00.000000000,disk0/00/02/34/71,,,,,,,,,,,,,
36,archive,2020-07-30 07:54:55,,['QA76'],Sistem Informasi Kesehatan Hutan (SIPUT),https://e-hakcipta.dgip.go.id/index.php/c?code=oVf%2Bg4MNdZODd5D55zbbvqKB0CQEnGedfIrYE1ERYLI%3D,show,,7,23467,published,2020-07-30 07:54:55,215,2020-07-30 07:54:55,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23467, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37088', 'docid': 37088, 'main': 'peer_review_aristoteles_Sistem Informasi Kesehatan Hutan (SIPUT).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/214623', 'objectid': 37088, 'filesize': 1661004, 'datasetid': 'document', 'filename': 'peer_review_aristoteles_Sistem Informasi Kesehatan Hutan (SIPUT).pdf', 'hash': '8debd882e3ebb235bfd8eba7c7ef1287', 'hash_type': 'MD5', 'mtime': '2020-07-30 06:37:12', 'mime_type': 'application/pdf', 'fileid': 214623}]}]","Direktorat Jenderal Kekayaan Intelektual, Kemenhumkam",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23467,other,['FMIPA3'],,"[{'name': {'given': 'Aristoteles', 'honourific': None, 'family': 'Aristoteles', 'lineage': None}, 'id': None}, {'name': {'given': 'Rahmat', 'family': ""Safe'i"", 'honourific': None, 'lineage': None}, 'id': 'mat_ane@yahoo.com'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'lineage': None, 'honourific': None, 'family': 'Muludi'}}]",,,2019-12-04 00:00:00.000000000,disk0/00/02/34/67,,,,,,,,,,,,,
37,archive,2019-08-01 07:25:58,"he rapid development of technology forces us to learn and adapt, especially in the field of
information technology. Information technology makes information spread very fast and accurate.
This makes information technology a very important role in the company's growth for various
sector, especially financial information. On the other side, manual work that related to numbers
have very big risk of miscalculations from the employees (human error) and takes a relatively longer
time. With the development of the Financial Management Web Based Information System, it is
expected to help companies manage their financial reports and make decisions based on financial
data.
This research has successfully developed Financial Management Web Based Information System
by implementing the Laravel framework. The conclusion of this research is the Financial
Management Web Based Information System by implementing the Laravel Framework
successfully built in accordance with the agreed design, proved by the results of the test as
appropriate as had been expected.","['QA75', 'QA76']","SISTEM INFORMASI MANAJEMEN KEUANGAN PADA PT. HULU BALANG
MANDIRI MENGGUNAKAN FRAMEWORK LARAVEL",,show,7.0,7,13338,submitted,2019-08-01 07:25:58,2400,2019-08-01 07:25:58,1-10,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26341', 'docid': 26341, 'main': 'all vol 7 no 1-4-82-17-26.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/116846', 'objectid': 26341, 'filesize': 974148, 'datasetid': 'document', 'hash': 'a465ba381cfb92f5f7abe3676bfa5701', 'filename': 'all vol 7 no 1-4-82-17-26.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-28 14:32:11', 'mime_type': 'application/pdf', 'fileid': 116846}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 13338, 'placement': 1, 'security': 'public'}]",Jurusan Ilmu Komputer Universitas Lampung,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13338,article,['FMIPA3'],2541-0350,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None}}, {'id': 'machudor@unila.ac.id', 'name': {'given': 'Machudor', 'lineage': None, 'family': 'Machudor Yusman', 'honourific': None}}, {'id': 'nagara987@gmail.com', 'name': {'given': 'Nagara', 'family': 'Nagara', 'honourific': None, 'lineage': None}}]",Jurnal Komputasi,,2019-05-28 00:00:00.000000000,disk0/00/01/33/38,,,"[1] Azali, C. 2016. “Cashless in Indonesia Gelling Mobile E-Frictions?”, Journal of
Southeast Asian Economies. vol. 33 no. 3 (2016), pp. 364–86.
[2] A.S Rosa dan Salahuddin M. 2011. Modul Pembelajaran Rekayasa Perangkat Lunak
(Terstruktur dan Berorientasi Objek). Bandung: Modula.
[3] DeMott, D.L. 2014. “Human Reliability and the Cost of Doing Business”. vol. 12 no. 4
(2014), pp. 3-1.
[4] Hariyanto, B. 2004. Sistem Manajemen Basis Data, Informatika. Bandung.
[5] Pressman, R.S. 2015. Rekayasa Perangkat Lunak: Pendekatan Praktisi Buku I.
Yogyakarta: Andi.
[6] Sukamto, Ariani, dan Rosa. 2009. Langkah-langkah Pengujian Perangkat dan Evaluasi
Piranti LuPiranti Lunak.
[7] Sutabri, T. 2012. Konsep Sistem Informasi. Yogyakarta: Andi.
[8] Sutanta, E. 2011. Basis Data dalam Tinjauan Konseptual. Yogyakarta: Andi.
[9] Teknologi.id. 2018. Jumlah Pengguna Smartphone di Seluruh Dunia dari 2014-2020,
(https://teknologi.id/insight/jumlah-pengguna-smartphone-di-seluruh-dunia-dari-2014-
2020/)",,bbg.hermanto@gmail.com,,['Jurusan Ilmu Komputer FMIPA Universitas Lampung'],,,,,,
38,archive,2019-08-01 07:16:46,"The  rapid  growth  of  implementing  library  information  system  causing  a  thrreatening  risk. The main cause of the risk is from librarian it self that cannot evaluate which of the factor is a potential threat. This research intend to analyze the risk management of library information system in library of Lampung University, this research using NIST SP 800-30 method. This library information system risk management held for anticipating the source of threat by the following  step  risk  assesment,  risk  mitigation,  and  risk  evaluation.  The  result  of  this  risk management is, late book returning, book disspearance, no backup data sejarah of damaged book, theres no matching between data in system and stock in library, data falsisication in borrowing book, redundant data, expired KTM, and lack of understanding when uploading skripsi by scholar. The from risk assesment for late book returning is high risk, to reduce and eliminate  the  impact  of  risk  library  of  Lampung  University  do  risk  mitigation  with  early warning.  The  factor  that  influencing  library  information  system  Lampung  University  riskassesment  is  human  resource  that  having  and  ability  in  information  technology  for convenience support to risk all risk in every circumstances. Keywords: Risk Management, Information System, NIST SP 800-30, Library.",['QA76'],ANALISIS MANAJEMEN RISIKO SISTEM INFORMASI PERPUSTAKAAN UNIVERSITAS LAMPUNG MENGGUNAKAN METODE NIST SP 800-30,http://jurnal.fmipa.unila.ac.id/komputasi,show,7.0,8,5925,published,2019-08-01 07:16:46,297,2019-08-01 07:16:46,1-10,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26336', 'rev_number': 1, 'docid': 26336, 'main': 'all vol 7 no 1-4-82-1-10.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/116816', 'objectid': 26336, 'filename': 'all vol 7 no 1-4-82-1-10.pdf', 'hash': '1bda8c25303b9787cbf2c1ef9194fae1', 'mtime': '2019-05-28 11:43:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 116816, 'filesize': 310684, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 5925, 'security': 'public', 'placement': 1}, {'content': 'bibliography', 'language': 'en', 'mime_type': 'text/plain', 'placement': 2, 'security': 'public', 'eprintid': 5925, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26337', 'rev_number': 2, 'formatdesc': 'Plain Text Bibliography', 'pos': 2, 'format': 'other', 'files': [{'objectid': 26337, 'uri': 'http://repository.lppm.unila.ac.id/id/file/116818', 'fileid': 116818, 'mime_type': 'text/plain', 'hash_type': 'MD5', 'mtime': '2019-05-28 11:43:58', 'filename': 'bibliography.txt', 'hash': '31f55be244461aa4e7a8c9c26018e2fb', 'datasetid': 'document', 'filesize': 720}], 'docid': 26337, 'main': 'bibliography.txt'}]",Jurusan Ilmu Komputer Universitas Lampung,1.0,pub,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/5925,article,['FMIPA3'],2541-0350,"[{'id': 'anissela13@gmail.com', 'name': {'given': 'Valena', 'honourific': None, 'family': 'Danis Sela', 'lineage': None}}, {'id': 'Rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Prabowo', 'lineage': None, 'honourific': None, 'family': 'Rizky'}}, {'name': {'lineage': None, 'family': 'Anie Rose', 'honourific': None, 'given': 'Irawati'}, 'id': 'an.irawati@gmail.com'}, {'id': 'aristoteles.1981@fmipa.unila.ac.id', 'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}}]",Jurnal Komputasi,,2019-04-01 00:00:00.000000000,disk0/00/00/59/25,,,"[1] N. 43, “UNDANG-UNDANG REPUBLIK INDONESIA TENTANG PERPUSTAKAAN,” Jakarta, 2007. 

[2] F. N. Idroes, Manajemen Risiko perbankan: Pemahaman Pendektan 3 pilar Kesepakatan Bassel II Terkait Aplikasi Regulasi dan Pelaksanaannya di Indonesia, Jakarta: Rajawali Pers, 2008. 

[3] J. H. Pinontoan, “Manajemen Risiko TI Konsep-konsep,” Majalah PC Media, 2010. 

[4] B. S. D. Oetomo, Perencanaan dan Pembangunan Sistem Informasi, yogyakarta: Andi, 2002. 

[5] J. Wolingpirayat, “E-payment Strategies of Bank Card Innovation,” Journal of Internet Banking And Commerce, 2007. 

[6] U. Nugraha, Manajemen Risiko Sistem Informasi Pada Perguruan Tinggi Menggunakan Kerangka Kerja NIST SP 800-30, Bandung: SELISIK, 2016.",,,,,,,,,,
39,archive,2019-11-14 11:20:47,"Perkembangan kognitif merupakan proses berpikir mengenai kemampuan dalam menghubungkan, menilai, dan mempertimbangkan suatu kejadian atau peristiwa. Lingkungan dan kesempatan yang diberikan sangat mempengaruhi terwujudnya konsepsi atau pembuahan yang menentukan potensi kognitifnya. Pemanfaatan media berupa aplikasi-3D coloring berbasis augmented reality dapat merangsang pola pikir anak karena sifat dari media tersebut membantu anak dalam proses pembelajaran. Penelitian ini merupakan penelitian deskriptif dengan menggunakan teknik pengumpulan data melalui wawancara, observasi dan demonstrasi aplikasi. Berdasarkan hasil penelitian, kemampuan kognitif anak dapat dikembangkan melalui praktik aplikasi 3D coloring berbasis augmented reality.","['LB1501', 'QA75']",Pemanfaatan Aplikasi Quiver-3D Coloring Berbasis Augmented Reality dalam Pengembangan Kognitif Anak Usia Dini,,show,,10,16384,published,2019-11-14 11:20:47,2504,2019-11-14 11:20:47,111-119,"[{'security': 'public', 'placement': 1, 'eprintid': 16384, 'content': 'published', 'language': 'en', 'mime_type': 'application/msword', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/139791', 'objectid': 29489, 'hash_type': 'MD5', 'mtime': '2019-11-14 04:32:06', 'hash': '8e4ee987ed01ac9ba009d9fc45d8ab4b', 'filename': 'ARTIKEL_AUGMENTED REALITY_FULL_NIA.doc', 'fileid': 139791, 'mime_type': 'application/msword', 'filesize': 116224, 'datasetid': 'document'}], 'main': 'ARTIKEL_AUGMENTED REALITY_FULL_NIA.doc', 'docid': 29489, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29489', 'rev_number': 2, 'format': 'text', 'pos': 1}]",,,inpress,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16384,conference_item,"['FKIP23', 'FMIPA3']",,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Fatmawati', 'given': 'Nia'}, 'id': 'fatmawati_nia@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Kisno', 'honourific': None, 'given': 'Kisno'}, 'id': 'kisno@metrouniv.ac.id'}, {'id': 'devinawangsasi@gmail.com', 'name': {'given': 'Devi', 'lineage': None, 'honourific': None, 'family': 'Nawangsasi'}}, {'id': 'ardiansyah@fmipa.unila.ac.id', 'name': {'family': 'Ardiansyah', 'honourific': None, 'lineage': None, 'given': 'Ardiansyah'}}]",,,1970-01-01 00:00:00.000002019,disk0/00/01/63/84,,,,,,,"['Universitas Lampung', 'IAIN Metro']",conference,3 November 2019,FKIP Universitas Lampung,SEMINAR NASIONAL PENDIDIKAN 2019,paper,
40,archive,2019-08-01 07:25:57,"PT. XYZ needs information technology to carry out all activities in presenting the latest news. Audit of information technology services is needed to determine the extent of information technology services in PT. XYZ. This study uses Information Technology Infrastructure Library (ITIL) framework to audit domain service operation of PT. XYZ. The focus of this research is on the domain service operation. Data from this study were obtained based on the results of interviews, observations and questionnaires. The results of the study found that the level of maturity of PT. XYZ in information technology services in the service operation domain of respondents was 3,1 (Defined) and the finding were worth 2 (Managed). This result is different from the expected because IT Lampung haven’t met the SOP criteria standards, especially in management incident reports and resolved. IT division also haven’t conducted user’s statisfaction survey about the IT service provided.",['QA75'],AUDIT LAYANAN TEKNOLOGI INFORMASI PT. XYZ MENGGUNAKAN FRAMEWORK ITIL (INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY),https://jurnal.fmipa.unila.ac.id/komputasi,show,7.0,6,13335,,2019-08-01 07:25:57,139,2019-08-01 07:25:57,11-16,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26334', 'docid': 26334, 'main': 'all vol 7 no 1-4-82-11-16.pdf', 'files': [{'datasetid': 'document', 'filesize': 435730, 'mime_type': 'application/pdf', 'fileid': 116806, 'hash': 'ccb4f4441f3eda276abc5954617c4be4', 'filename': 'all vol 7 no 1-4-82-11-16.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-28 10:26:22', 'objectid': 26334, 'uri': 'http://repository.lppm.unila.ac.id/id/file/116806'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 13335, 'placement': 1, 'security': 'public'}]",Jurusan Ilmu Komputer Universitas Lampung,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13335,article,['FMIPA3'],2541-0350,"[{'id': 'arienferlina@gmail.com', 'name': {'lineage': None, 'family': 'Ferlina Putri', 'honourific': None, 'given': 'Arien'}}, {'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'honourific': None, 'family': 'Tristiyanto', 'lineage': None}}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'lineage': None, 'family': 'Heningtyas', 'honourific': None, 'given': 'Yunda'}}]",Jurnal Komputasi,,2019-04-01 00:00:00.000000000,disk0/00/01/33/35,,,,,,,,,,,,,
41,archive,2020-11-19 17:50:23,"Utilization of today's technology in the development and influence with innovation in learning. Improved learning by utilizing various sources of instructional materials, making a changing paradigm of learning increasingly developed. The existence of several internal and external factors in improving human resources in higher education also influences mechanics and design in compiling learning and using technology to facilitate existing learning and improve the quality of learning. Real role within the industry must work together and collaborate with the world of education today. The relationship between the world of education, government and industry today must be truly implemented. Ubuousous learning used in this study aims to bridge the knowledge from the industrial side represented by professional associations in the field of expertise, especially in the field of education, which is implemented in the design of learning, especially basic knowledge for students in informatics colleges in Indonesia. A system built in the Development of Ubiquitous Learning uses a combination of 3 Model Development systems, including: The Borg and Gall model as the backbone and the Hannafin and Pack Model and the Waterfall Model which are run together in the stages of the Borg and Gall Model. In general, the methodology used uses R & D by following existing rules. The results obtained in the form of an Aggregator system to connect and bridge Knowledge from the Academic side and the world of an industry that runs at this time can be used at any time and anywhere. The process is that users or students access with various tools, such as cellphones, laptops and can be accessed using the Web to Mobile applications. The mentoring process can also be applied independently by using virtual class displays, teaching materials to direct & virtual synchronous processes to the application of Independent & Collaborative Asynchronous so that the Ubiquitous Learning system can be used as alternative learning to the process of proficiency testing in the field of Higher Education in Higher Education. Indonesia.",['QA75'],Ubiquitous Learning for the Assistance System for Competitive Certification in the Field of Informatics,,show,,6,26318,published,2020-11-19 17:50:23,698,2020-11-19 17:50:23,46-53,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 26318, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40211', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 40211, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237123', 'mime_type': 'application/pdf', 'fileid': 237123, 'hash': 'd1641924a2163bcd166a93074ae74523', 'filename': '125925053.pdf', 'mtime': '2020-11-19 14:27:08', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2472891}], 'docid': 40211, 'main': '125925053.pdf'}]",Atlantis Press,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/26318,article,['FMIPA3'],2352-5398,"[{'name': {'given': 'Rangga', 'lineage': None, 'family': 'Firdaus', 'honourific': None}, 'id': 'rangga.firdaus@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Wibawa', 'honourific': None, 'given': 'Basuki'}, 'id': None}, {'id': None, 'name': {'given': 'Khaerudin', 'honourific': None, 'family': 'Khaerudin', 'lineage': None}}]",International Conference on Progressive Education (ICOPE 2019),,2019-12-01 00:00:00.000000000,disk0/00/02/63/18,,"[{'type': 'author', 'url': 'https://www.atlantis-press.com/proceedings/icoet-19/125925053'}]",,,,,,,,,,,
42,archive,2020-11-19 11:32:34,"The development of Information and Communication Technology in all fields has an influence in improving the quality of Human Resources (HR). Along with the development it has an impact on the increasingly widespread growth of tertiary institutions in Indonesia, there are 746 undergraduate programs in Informatics. while the number of lecturers from PTN is: 2,504 people and PTS as many as 12,661 and the impact   of variations in the curriculum, because every campus has full authority in preparing the curriculum based on the rules set by the Kemenristek Dikti. As a result of curriculum variations, the graduate competencies of each campus are different, even though they come from the same field of study, and finally the competencies needed by graduates (industry) are less relevant to graduate competencies. Utilization of Ubiquitous Learning with a Research and Development Approach, both conceptually, procedurally and physically, has been interconnected with all involved components, including from the side of Industry, Organizations to students and instructors who are the subjects of this Research. Ubiquitous learning in this case utilizes 2 learning development models, namely Borg & Gall and Hanafin & Peck models, and combined with a system development model, Waterfall Model Lifecycle. Where in the final process will be able to analyze the population and existing samples as well as the system of applying care or assistance systems (nurturing system) will get a container of applied product technology that can be used as a platform or an alternative learning and bridging human resource capabilities and knowledge in the field of Informatics in Indonesia, especially in the Competency Test of Information Technology in Indonesia.",['QA75'],"UBIQUITOUS LEARNING AN ALTERNATIVE
ASSESSMENT IN LEARNING TEST 
PROFICIENCY FOR INCREASING HUMAN
RESOURCES FIELD OF INFORMATICS",,show,10.0,6,26196,published,2020-11-19 11:32:34,698,2020-11-19 11:32:34,2220-2230,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/40100', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 403281, 'datasetid': 'document', 'filename': 'IJCIET_10_03_222.pdf', 'hash': 'd8cbce32be29645718f2c35bcd970e96', 'mtime': '2020-11-19 04:15:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 236167, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236167', 'objectid': 40100}], 'main': 'IJCIET_10_03_222.pdf', 'docid': 40100, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 26196}]",IAEME Publication,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/26196,article,['FMIPA3'],0976-6316,"[{'id': 'rangga.firdaus@fmipa.unila.ac.id', 'name': {'given': 'Rangga', 'lineage': None, 'family': 'Firdaus', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'wibawa', 'given': 'Basuki'}, 'id': None}, {'name': {'lineage': None, 'family': 'Khaerudin', 'honourific': None, 'given': 'Khaerudin'}, 'id': None}]",International Journal of Civil Engineering and Technology (IJCIET),,2019-03-01 00:00:00.000000000,disk0/00/02/61/96,,,,,,,,,,,,,
